ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0050931	pigment cell differentiation	1/3	39/23210	0.00503268152452918	0.0220356436546878	0.00229864466762983	12705	1
GO:0110111	negative regulation of animal organ morphogenesis	1/3	40/23210	0.00516150211731425	0.0220356436546878	0.00229864466762983	12705	1
GO:0030857	negative regulation of epithelial cell differentiation	1/3	48/23210	0.00619166659422721	0.02447375996991	0.0025529763837744	12705	1
GO:0061005	cell differentiation involved in kidney development	1/3	48/23210	0.00619166659422721	0.02447375996991	0.0025529763837744	12705	1
GO:0046189	phenol-containing compound biosynthetic process	1/3	50/23210	0.00644909654622849	0.02447375996991	0.0025529763837744	12705	1
GO:0046148	pigment biosynthetic process	1/3	52/23210	0.0067064820390178	0.02447375996991	0.0025529763837744	12705	1
GO:0048066	developmental pigmentation	1/3	55/23210	0.00709247692557846	0.02447375996991	0.0025529763837744	12705	1
GO:0060711	labyrinthine layer development	1/3	59/23210	0.00760698120291947	0.02447375996991	0.0025529763837744	12705	1
GO:0090183	regulation of kidney development	1/3	60/23210	0.00773557949484616	0.02447375996991	0.0025529763837744	12705	1
GO:0051591	response to cAMP	1/3	61/23210	0.00786416667676892	0.02447375996991	0.0025529763837744	12705	1
GO:0045668	negative regulation of osteoblast differentiation	1/3	62/23210	0.00799274274916817	0.02447375996991	0.0025529763837744	12705	1
GO:0009880	embryonic pattern specification	1/3	64/23210	0.00824986156731533	0.02447375996991	0.0025529763837744	12705	1
GO:0019748	secondary metabolic process	1/3	64/23210	0.00824986156731533	0.02447375996991	0.0025529763837744	12705	1
GO:0042440	pigment metabolic process	1/3	65/23210	0.00837840431402326	0.02447375996991	0.0025529763837744	12705	1
GO:0043407	negative regulation of MAP kinase activity	1/3	69/23210	0.00889246422961398	0.0253093212689013	0.00264013782795557	75590	1
GO:0043627	response to estrogen	1/3	72/23210	0.00927789255494338	0.0257461518399679	0.00268570573958887	12705	1
GO:0072088	nephron epithelium morphogenesis	1/3	82/23210	0.0105619319362774	0.027984288877905	0.00291917664918876	12705	1
GO:0072028	nephron morphogenesis	1/3	83/23210	0.0106902748195439	0.027984288877905	0.00291917664918876	12705	1
GO:0001656	metanephros development	1/3	89/23210	0.0114600990576742	0.027984288877905	0.00291917664918876	12705	1
GO:0060395	SMAD protein signal transduction	1/3	90/23210	0.0115883642582634	0.027984288877905	0.00291917664918876	12705	1
GO:0009798	axis specification	1/3	91/23210	0.0117166183632472	0.027984288877905	0.00291917664918876	12705	1
GO:0046683	response to organophosphorus	1/3	91/23210	0.0117166183632472	0.027984288877905	0.00291917664918876	12705	1
GO:0001570	vasculogenesis	1/3	94/23210	0.0121013141093643	0.027984288877905	0.00291917664918876	12705	1
GO:0070555	response to interleukin-1	1/3	94/23210	0.0121013141093643	0.027984288877905	0.00291917664918876	12705	1
GO:0030279	negative regulation of ossification	1/3	96/23210	0.01235772247088	0.0279940243728097	0.00292019220579333	12705	1
GO:0060993	kidney morphogenesis	1/3	99/23210	0.0127422518189083	0.0280565008589616	0.00292670943052231	12705	1
GO:0043473	pigmentation	1/3	105/23210	0.0135110110631967	0.0280565008589616	0.00292670943052231	12705	1
GO:0014074	response to purine-containing compound	1/3	107/23210	0.0137671754322545	0.0280565008589616	0.00292670943052231	12705	1
GO:0018958	phenol-containing compound metabolic process	1/3	109/23210	0.0140232954515253	0.0280565008589616	0.00292670943052231	12705	1
GO:0072009	nephron epithelium development	1/3	109/23210	0.0140232954515253	0.0280565008589616	0.00292670943052231	12705	1
GO:0071901	negative regulation of protein serine/threonine kinase activity	1/3	111/23210	0.0142793711248488	0.0280565008589616	0.00292670943052231	75590	1
GO:0001892	embryonic placenta development	1/3	112/23210	0.0144073923329803	0.0280565008589616	0.00292670943052231	12705	1
GO:1905330	regulation of morphogenesis of an epithelium	1/3	112/23210	0.0144073923329803	0.0280565008589616	0.00292670943052231	12705	1
GO:0034341	response to interferon-gamma	1/3	137/23210	0.0176043211438087	0.0336910283959098	0.0035144742755335	12705	1
GO:0045667	regulation of osteoblast differentiation	1/3	142/23210	0.0182428761873572	0.0338033571867671	0.00352619183550914	12705	1
GO:0072073	kidney epithelium development	1/3	143/23210	0.0183705539821999	0.0338033571867671	0.00352619183550914	12705	1
GO:0072006	nephron development	1/3	146/23210	0.0187535209476343	0.0338033571867671	0.00352619183550914	12705	1
GO:0030856	regulation of epithelial cell differentiation	1/3	147/23210	0.0188811544646807	0.0338033571867671	0.00352619183550914	12705	1
GO:0007179	transforming growth factor beta receptor signaling pathway	1/3	165/23210	0.0211766655659378	0.0373112679018904	0.00389211898454997	12705	1
GO:0001890	placenta development	1/3	170/23210	0.0218136714913215	0.0374685443817835	0.00390852525556774	12705	1
GO:0043409	negative regulation of MAPK cascade	1/3	171/23210	0.0219410395028462	0.0374685443817835	0.00390852525556774	75590	1
GO:0010951	negative regulation of endopeptidase activity	1/3	178/23210	0.0228323060219296	0.0378266562452864	0.00394588163772547	12401	1
GO:0043524	negative regulation of neuron apoptotic process	1/3	178/23210	0.0228323060219296	0.0378266562452864	0.00394588163772547	12705	1
GO:0006469	negative regulation of protein kinase activity	1/3	194/23210	0.0248674530815721	0.0405924601772721	0.00423439603556182	75590	1
GO:0001649	osteoblast differentiation	1/3	199/23210	0.0255028565464723	0.0410263344443251	0.00427965556081153	12705	1
GO:0071560	cellular response to transforming growth factor beta stimulus	1/3	204/23210	0.0261379839290539	0.0412747877376855	0.00430557292664334	12705	1
GO:0071559	response to transforming growth factor beta	1/3	208/23210	0.0266458870961647	0.0412747877376855	0.00430557292664334	12705	1
GO:2000027	regulation of animal organ morphogenesis	1/3	209/23210	0.0267728352893095	0.0412747877376855	0.00430557292664334	12705	1
GO:0033673	negative regulation of kinase activity	1/3	214/23210	0.0274074106872301	0.0416742820038704	0.00434724610756353	75590	1
GO:0042445	hormone metabolic process	1/3	219/23210	0.0280417101828082	0.0420625652742123	0.00438774981523315	12401	1
GO:0032868	response to insulin	1/3	225/23210	0.0288025054708777	0.0422519543988763	0.00440750591168933	12705	1
GO:1901617	organic hydroxy compound biosynthetic process	1/3	226/23210	0.0289292660749063	0.0422519543988763	0.00440750591168933	12705	1
GO:0030278	regulation of ossification	1/3	233/23210	0.0298162814806138	0.0429819122642614	0.00448365135046824	12705	1
GO:0006470	protein dephosphorylation	1/3	238/23210	0.0304495330944146	0.0431148151729964	0.00449751509628223	75590	1
GO:0010466	negative regulation of peptidase activity	1/3	242/23210	0.0309559359402206	0.0431148151729964	0.00449751509628223	12401	1
GO:1901215	negative regulation of neuron death	1/3	244/23210	0.0312090712252707	0.0431148151729964	0.00449751509628223	12705	1
GO:0051348	negative regulation of transferase activity	1/3	246/23210	0.0314621624235379	0.0431148151729964	0.00449751509628223	75590	1
GO:0043523	regulation of neuron apoptotic process	1/3	264/23210	0.0337379999362362	0.0456697316210026	0.00476403079972526	12705	1
GO:0001822	kidney development	1/3	281/23210	0.0358841258851156	0.047989614135516	0.0050060289757295	12705	1
GO:0006913	nucleocytoplasmic transport	1/3	289/23210	0.0368929669703273	0.0480351042540092	0.00501077427021433	12705	1
GO:0051169	nuclear transport	1/3	289/23210	0.0368929669703273	0.0480351042540092	0.00501077427021433	12705	1
GO:0051402	neuron apoptotic process	1/3	293/23210	0.0373971234952084	0.0480351042540092	0.00501077427021433	12705	1
GO:0043405	regulation of MAP kinase activity	1/3	295/23210	0.0376491357666559	0.0480351042540092	0.00501077427021433	75590	1
GO:0008202	steroid metabolic process	1/3	301/23210	0.0384049086630998	0.0480553077368167	0.00501288179331421	12401	1
GO:0072001	renal system development	1/3	302/23210	0.0385308323295197	0.0480553077368167	0.00501288179331421	12705	1
